col1,col2,col3
5.024467104897453,-0.21003576619014092,2.519534203869495
-2.89648555403579,0.04786858486860618,-2.1053814944387463
2.6135442103225563,-0.7235611278782085,-0.33349213338363076
-2.7214217363696878,-1.5303270105193472,-0.8695652880815409
-0.6160596377883223,0.29238306968218664,0.13684105682535308
0.5330735704407844,1.5431698775707663,-0.6506779618510115
0.6635701501778475,1.0406127558636606,1.2296752125945911
-2.4246878332802155,-0.914085043384103,0.7253351401231412
-2.965511425424613,-1.22898843021334,0.42173052210271317
-5.27658912178987,0.586913990969668,0.5459064217728905
-1.5321040481793569,-3.2760101358432183,1.8944101820801977
4.264240425119171,-2.0055432871399987,-0.7789769785890832
-1.8351411777059736,1.4940258365833263,-0.7854637847922817
-1.4870623858788568,-3.151043538162657,1.2611930466742045
4.339251157883279,-0.15745096464561487,0.07373010651538867
-3.3231366568110428,0.9792326153456543,0.45040812616590253
0.47358722302943534,-1.2983437028506555,0.5522875288706866
3.2836361153762437,3.5276315059843153,0.1289803747868975
-1.820722671437427,-1.9664218645968052,2.8330160779066924
0.2094650488592767,-2.096236543925442,1.6117434657610186
2.3669680704510747,1.8472396268472913,1.4194798582791155
-0.1651419822471805,1.9501441497544547,-0.24111189702563107
-0.005691756406409303,1.4592387431086553,-2.3225384618023606
-1.0832270896072889,2.453823858268812,1.0748118539317568
-0.80482378540657,-3.104227382902519,1.1174299151501226
-2.542458258224021,1.7303824024946282,0.1726042769325351
-1.8959436075085363,-1.2982437695481404,-0.14348821616587898
5.120702310788331,-0.3435462633028711,-1.2943918632878209
-1.0863359721300723,-3.8190788264815185,0.23000500510896407
0.7067017211177491,-2.17114439936045,-0.9504326903256245
-1.9186853288781553,0.07206502821995514,-0.2889500774952902
-1.5255029689860766,2.7652922405268137,0.2452465035100917
3.157808718184071,-0.6387027097440161,-0.28384907687209154
-2.8652785241709653,0.311033522521359,-1.1180770859859925
1.1542959200602956,2.22024564282717,-1.1109664769200447
-2.7084064106168855,-1.1705550635194775,1.7409568392079846
